"Accident_Number","Event_Date","Location","Country","Latitude","Longitude","Airport_Code","Airport_Name","Injury_Severity","Aircraft_Damage","Registration_Number","Make","Model","Schedule","Air_Carrier","Total_Fatal_Injuries","Total_Serious_Injuries","Total_Uninjured","Weather_Condition","Broad_Phase_of_Flight"
"DCA07MA310","9/28/07","St. Louis, MO","United States","38.748611","-90.366945","STL","Lambert-St. Louis Int Airport","Non-Fatal","Substantial","N454AA","McDonnell Douglas","DC-9","SCHD","American Airlines","0","0","143","VMC","CLIMB"
"FTW96IA237","6/5/96","ALBUQUERQUE, NM","United States","","","ABQ","ALBUQUERQUE INTERNATIONAL","Incident","Minor","N224AA","McDonnell Douglas","DC-9","SCHD","AMERICAN AIRLINES (DBA: AMERICAN AIRLINES)","0","0","141","VMC","APPROACH"
"DEN06IA051","3/21/06","Denver, CO","United States","39.861389","-104.673056","DEN","DENVER INTL","Incident","Minor","N574AA","McDonnell Douglas","DC-9","SCHD","AMERICAN AIRLINES INC","0","0","138","VMC","LANDING"
"NYC03FA186","9/2/03","Jamaica, NY","United States","40.635555","-73.773889","JFK","John F. Kennedy International","Non-Fatal","Substantial","N454AA","McDonnell Douglas","DC-9","SCHD","AMERICAN AIRLINES INC","0","0","138","VMC","TAXI"
"CEN10LA220","4/17/10","Chicago, IL","United States","","","","","Non-Fatal","","N461AA","McDonnell Douglas","DC-9","SCHD","AMERICAN AIRLINES INC","0","1","83","",""
"DCA09FA022","12/26/08","Los Angeles Intl Airport, CA","United States","33.94","118.41","LAX","Los Angeles Intl Airport","Non-Fatal","Substantial","N9617R","McDonnell Douglas","DC-9","SCHD","AMERICAN AIRLINES INC","0","0","129","VMC","TAXI"
"DCA03IA058","9/25/03","DFW, TX","United States","","","","","Incident","","N462AA","McDonnell Douglas","MD-80","SCHD","AMERICAN AIRLINES INC","0","0","86","","TAXI"
"NYC03LA016","11/9/02","Flushing, NY","United States","40.777223","-73.8725","LGA","LA GUARDIA","Non-Fatal","","N452AA","McDonnell Douglas","MD-80","SCHD","AMERICAN AIRLINES INC","0","1","72","VMC","STANDING"
"MIA03LA155","8/3/03","Charlotte, NC","United States","35.506667","-80.2475","","","Non-Fatal","","N7527A","McDonnell Douglas","MD-80","SCHD","American Airlines,  Inc.","0","1","133","VMC","CRUISE"
"NYC97LA009","10/28/96","JAMAICA, NY","United States","","","JFK","JOHN F. KENNEDY INTL APT","Non-Fatal","Minor","N244AA","McDonnell Douglas","MD-80","SCHD","AMERICAN AIRLINES, INC","0","1","90","VMC","LANDING"
"IAD97FA052","3/5/97","CLEVELAND, OH","United States","","","CLE","CLEVELAND HOPKINS INTL","Non-Fatal","Substantial","N275AA","McDonnell Douglas","DC-9","SCHD","AMERICAN AIRLINES, INC.","0","0","106","IMC","LANDING"
"DEN05IA083","5/28/05","Denver, CO","United States","39.861389","-104.673056","DEN","DENVER INTL","Incident","Minor","N911TW","McDonnell Douglas","DC-9","SCHD","American Airlines, Inc. (DBA: American Airlines)","0","0","114","VMC","LANDING"
"DEN05IA027","11/21/04","Denver, CO","United States","39.8275","-104.660556","DEN","Denver International Airport","Incident","Minor","N234AA","McDonnell Douglas","DC-9","SCHD","American Airlines, Incorporated (DBA: American Airlines)","0","0","106","IMC","APPROACH"
"MIA02IA047","1/1/02","Miami, FL","United States","25.799722","-80.295","MIA","Miami International","Incident","Minor","9Y-THQ","McDonnell Douglas","MD-80","SCHD","BWIA West Indies Airways, LTD.","0","0","125","VMC","LANDING"
"LAX98FA169","5/21/98","LOS ANGELES, CA","United States","","","","","Non-Fatal","","N68043","McDonnell Douglas","DC-10","SCHD","CONTINENTAL AIRLINES","0","4","289","VMC","CLIMB"
"FTW97IA128","3/18/97","HOUSTON, TX","United States","","","IAH","HOUSTON INTERCONTINENTAL","Incident","Minor","N12508","McDonnell Douglas","DC-9","SCHD","CONTINENTAL AIRLINES","0","0","101","IMC","TAKEOFF"
"ATL01IA001","10/1/00","BIRMINGHAM, AL","United States","","","BHM","BIRMINGHAM AIRPORT","Incident","Minor","N69826","McDonnell Douglas","MD-80","SCHD","CONTINENTAL AIRLINES","0","0","146","VMC","CRUISE"
"NYC00FA122","4/25/00","NEWARK, NJ","United States","","","EWR","NEWARK INTERNATIONAL","Non-Fatal","Substantial","N39081","McDonnell Douglas","DC-10","SCHD","CONTINENTAL AIRLINES, INC.","0","0","234","VMC","TAKEOFF"
"FTW96FA118","2/19/96","HOUSTON, TX","United States","","","IAH","HOUSTON INTERCONTINENTAL","Non-Fatal","Substantial","N10556","McDonnell Douglas","DC-9","SCHD","CONTINENTAL AIRLINES, INC.","0","0","75","VMC","LANDING"
"FTW95LA176","4/19/95","UTOPIA, TX","United States","","","","","Non-Fatal","","N83872","McDonnell Douglas","MD-80","SCHD","CONTINENTAL AIRLINES, INC.","0","1","57","IMC","CRUISE"
"FTW96LA111","2/4/96","DENVER, CO","United States","","","DEN","DENVER INTERNATIONAL","Non-Fatal","Substantial","N957DL","McDonnell Douglas","MD-80","SCHD","DELTA AIR LINES","0","0","119","VMC","LANDING"
"ENG11IA043","8/6/11","Atlanta, GA","United States","33.763333","-84.401667","","N/A","Incident","Minor","N676MC","McDonnell Douglas","DC-9","SCHD","Delta Air Lines","0","0","","VMC","TAKEOFF"
"WPR10LA044","11/2/09","Phoenix, AZ","United States","33.434166","-112.011389","","","Non-Fatal","Substantial","N909DA","McDonnell Douglas","MD-90","SCHD","DELTA AIR LINES INC","0","0","70","VMC","CLIMB"
"ERA09LA224","3/28/09","Atlanta, GA","United States","33.640555","-84.426945","ATL","Hartsfield Jackson Int. Arpt","Non-Fatal","Minor","N941DL","McDonnell Douglas","MD-80","SCHD","Delta Air Lines Inc","0","1","136","IMC","DESCENT"
"DCA09IA018","12/11/08","Greer, SC","United States","34.895555","-82.22","GSP","Greenville Spartanburg","Incident","Minor","N924DL","McDonnell Douglas","MD-80","SCHD","DELTA AIR LINES INC","0","0","153","VMC",""
"ATL99IA015","11/8/98","ATLANTA, GA","United States","","","ATL","HARTSFIELD ATLANTA INT'L","Incident","Minor","N811DE","McDonnell Douglas","MD-11","SCHD","DELTA AIR LINES INC.","0","0","4","UNK","STANDING"
"NYC97MA005","10/19/96","FLUSHING, NY","United States","","","LGA","LAGUARDIA","Non-Fatal","Substantial","N914DL","McDonnell Douglas","MD-80","SCHD","DELTA AIR LINES, INC.","0","0","60","IMC","APPROACH"
"MIA95LA055","1/6/95","MONROE, LA","United States","","","","","Non-Fatal","","N981DL","McDonnell Douglas","MD-80","SCHD","DELTA AIRLINES","0","1","69","IMC","CLIMB"
"FTW02LA199","7/2/02","HOUSTON, TX","United States","29.645277","-95.278889","HOU","William P. Hobby","Non-Fatal","Substantial","N911DL","McDonnell Douglas","MD-80","SCHD","Delta Airlines","0","0","63","VMC","TAXI"
"IAD97IA020","11/11/96","CLEVELAND, OH","United States","","","CLE","CLEVELAND HOPKINS INT APT","Incident","Minor","N918DL","McDonnell Douglas","MD-80","SCHD","DELTA AIRLINES (DBA: DELTA AIRLINES)","0","0","118","IMC","LANDING"
"ERA11CA367","6/22/11","Miami, FL","United States","25.795277","-80.287222","","","Non-Fatal","","N884DA","McDonnell Douglas","MD-80","NSCH","Dynamic Airways, LLC (DBA: Dynamic Airways, LLC)","0","1","126","VMC","DESCENT"
"SEA98IA141","7/18/98","SEATTLE, WA","United States","","","SEA","SEATTLE-TACOMA INTL","Incident","Minor","N921R","McDonnell Douglas","DC-8","NSCH","EMERY WORLDWIDE AIRLINES","0","0","5","IMC","LANDING"
"SEA01IA039","1/16/01","Seattle, WA","United States","","","SEA","Seattle-Tacoma International","Incident","","N8084U","McDonnell Douglas","DC-8","NSCH","Emery Worldwide Airlines","0","0","4","IMC","APPROACH"
"MIA01IA129","4/26/01","Nashville, TN","United States","","","BNA","Nashville International","Incident","Minor","N8076U","McDonnell Douglas","DC-8","SCHD","Emery Worldwide Airlines, Inc.","0","0","3","VMC","LANDING"
"ANC96FA072","5/16/96","ANCHORAGE, AK","United States","","","ANC","ANCHORAGE INTERNATIONAL","Non-Fatal","Substantial","N614FE","McDonnell Douglas","MD-11","NSCH","FEDERAL EXPRESS","0","0","1","VMC","APPROACH"
"DCA02MA039","6/3/02","Subic Bay, Philippines","Philippines","","","RPLB","Subic Bay International","Non-Fatal","Substantial","N588FE","McDonnell Douglas","MD-11","NSCH","FEDERAL EXPRESS CORP","0","0","2","IMC","DESCENT"
"DCA13CA035","12/26/12","Memphis, TN","United States","35.0425","-89.976667","KMEM","Memphis","Non-Fatal","Substantial","N612FE","McDonnell Douglas","MD-11","SCHD","FEDERAL EXPRESS CORP","0","0","3","IMC","STANDING"
"DCA02MA042","6/2/02","Subic Bay, Philippines","Philippines","","","SFS","Subic Bay International","Non-Fatal","Substantial","N601FE","McDonnell Douglas","MD-11","NSCH","FEDERAL EXPRESS CORP","0","0","2","VMC","APPROACH"
"SEA02IA092","5/31/02","SEATAC, WA","United States","47.461111","-122.301667","SEA","Seattle-Tacoma International","Incident","Minor","N608FE","McDonnell Douglas","MD-11","SCHD","Federal Express Corp.","0","0","2","VMC","STANDING"
"ENG12IA012","2/13/12","Portland, OR","United States","45.589166","-122.605556","PWM","PORTLAND INTL JETPORT","Incident","Minor","N304FE","McDonnell Douglas","DC-10","SCHD","FEDERAL EXPRESS CORPORATION","0","0","","UNK","TAKEOFF"
"MIA99LA220","8/7/99","MEMPHIS, TN","United States","","","MEM","MEMPHIS INTERNATIONAL","Non-Fatal","Substantial","N68058","McDonnell Douglas","DC-10","NSCH","FEDERAL EXPRESS CORPORATION (DBA: FEDERAL EXPRESS)","0","0","5","VMC","APPROACH"
"MIA97LA125","4/9/97","MEMPHIS, TN","United States","","","","","Non-Fatal","Substantial","N310FE","McDonnell Douglas","DC-10","NSCH","FEDERAL EXPRESS CORPORATION (DBA: FEDEX)","0","0","6","VMC","UNKNOWN"
"DCA97MA055","7/31/97","NEWARK, NJ","United States","","","EWR","NEWARK INTERNATIONAL AIRP","Non-Fatal","Destroyed","N611FE","McDonnell Douglas","MD-11","NSCH","FEDERAL EXPRESS, INC.","0","0","0","VMC","LANDING"
"NYC00LA005","10/5/99","NEWARK, NJ","United States","","","EWR","NEWARK INTERNATIONAL","Non-Fatal","Substantial","N606FE","McDonnell Douglas","MD-11","NSCH","FEDEX","0","0","2","VMC","LANDING"
"DCA06FA033","4/4/06","Memphis, TN","United States","","","KMEM","Memphis International Airport","Non-Fatal","Substantial","N386FE","McDonnell Douglas","DC-10","NSCH","FEDEX EXPRESS","0","0","3","VMC","CLIMB"
"MIA97IA206","7/4/97","MIAMI, FL","United States","","","MIA","MIAMI INTERNATIONAL","Incident","Minor","N27UA","McDonnell Douglas","DC-8","NSCH","FINE AIRLINES","0","0","3","VMC","UNKNOWN"
"DCA97MA053","6/21/97","HONOLULU, HI","United States","","","KHNL","HONOLULU INTERNATIONAL","Non-Fatal","Substantial","EICDK","McDonnell Douglas","MD-11","SCHD","GARUDA INDONESIAN AIRWAYS PT","0","0","308","VMC","LANDING"
"NYC03IA117","5/30/03","Jamaica, NY","United States","40.645555","-73.754444","JFK","John F. Kennedy International","Incident","Minor","N703GC","McDonnell Douglas","MD-11","SCHD","GEMINI AIR CARGO INC","0","0","3","VMC","LANDING"
"LAX98IA085","2/9/98","HONOLULU, HI","United States","","","HNL","HONOLULU INTERNATIONAL","Incident","Minor","N601AP","McDonnell Douglas","DC-9","SCHD","HAWAIIAN AIRLINES, INC. (DBA: HAWAIIAN AIRLINES, INC.)","0","0","144","VMC","TAKEOFF"
"SEA99LA016","11/29/98","IDAHO CITY, ID","United States","","","","","Non-Fatal","Substantial","N977LF","McDonnell Douglas","MD-90","NSCH","IDAHO HELICOPTERS, INC.","0","0","4","VMC","CLIMB"
"NYC97LA155","7/25/97","ATLANTIC OCEAN","","","","","","Non-Fatal","","N831LA","McDonnell Douglas","DC-10","SCHD","LAKER AIRWAYS,  INC","0","1","320","VMC","CLIMB"
"CHI08IA182","7/7/08","St. Louis, MO","United States","38.748611","-90.37","KMDW","Chicago Midway International","Incident","Minor","N804ME","McDonnell Douglas","MD-80","NSCH","Midwest Airlines, Inc.","0","0","51","VMC","TAKEOFF"
"DCA02MA029","3/22/02","int'l waters","","","","","","Non-Fatal","Minor","N234NW","McDonnell Douglas","DC-10","SCHD","Northwest Airlines","0","1","257","VMC","DESCENT"
"CEN09LA093","12/3/08","Madison, WI","United States","43.139722","-89.3375","MSN","Dane County Regional Airport","Non-Fatal","Substantial","N782NC","McDonnell Douglas","DC-9","SCHD","NORTHWEST AIRLINES INC","0","0","57","IMC","TAXI"
"CHI97IA195","7/5/97","FLINT, MI","United States","","","","","Incident","Minor","N963N","McDonnell Douglas","DC-9","SCHD","NORTHWEST AIRLINES, INC.","0","0","52","IMC","CRUISE"
"CHI01IA046A","12/13/00","Chicago, IL","United States","","","ORD","O'Hare International Airport","Incident","Minor","N9342","McDonnell Douglas","DC-9","SCHD","Northwest Airlines, Inc. (DBA: Northwest Airlines)","0","0","249","IMC","STANDING"
"DCA08FA062","5/19/08","","United States","15.833333","152.141666","","","Non-Fatal","","N720AX","McDonnell Douglas","DC-10","NSCH","Omni Air International","0","1","157","VMC",""
"MIA07IA088","5/2/07","Atlanta, GA","United States","33.636666","-84.428056","ATL","Hartsfield - Jackson Atlanta","Incident","","N270AX","McDonnell Douglas","DC-10","NSCH","OMNI AIR INTERNATIONAL INC","0","0","306","VMC","DESCENT"
"CHI97FA083","3/14/97","DETROIT, MI","United States","","","DTW","METRO-WAYNE COUNTY","Non-Fatal","Substantial","N753RA","McDonnell Douglas","DC-9","SCHD","RENO AIR","0","0","111","IMC","TAKEOFF"
"LAX97LA073","12/22/96","LAS VEGAS, NV","United States","","","LAS","MCCARRAN INTERNATIONAL","Non-Fatal","","N151SY","McDonnell Douglas","DC-10","NSCH","SUN COUNTRY AIRLINES, INC.","0","1","339","VMC","TAXI"
"FTW97IA365","9/25/97","NEW ORLEANS, LA","United States","","","","","Incident","","N931TW","McDonnell Douglas","DC-9","SCHD","TRANS WORLD AIRLINES","0","0","135","VMC","LANDING"
"CHI98IA275","7/25/98","SAINT LOUIS, MO","United States","","","STL","LAMBERT ST. LOUIS","Incident","Minor","N9620D","McDonnell Douglas","MD-80","SCHD","TRANS WORLD AIRLINES","0","0","148","VMC","TAXI"
"CHI97LA060","1/28/97","CAPE GIRARDEAU, MO","United States","","","","","Non-Fatal","","N414EA","McDonnell Douglas","DC-9","SCHD","TRANS WORLD AIRLINES (DBA: TWA)","0","1","110","VMC","DESCENT"
"CHI98IA167","4/11/98","WASHINGTON, DC","United States","","","","","Incident","","N951U","McDonnell Douglas","MD-80","SCHD","TRANS WORLD AIRLINES (DBA: TWA)","0","0","84","VMC","TAKEOFF"
"CHI01IA211","7/12/01","Whiteman AFB, MO","United States","","","SZL","WHITEMAN AFB","Incident","Minor","N9413T","McDonnell Douglas","MD-80","SCHD","Trans World Airlines, LLC (DBA: Trans World Airlines)","0","0","138","VMC","CRUISE"
"CHI02LA170","6/16/02","Kansas City, MO","United States","39.297777","-94.713889","MCI","Kansas City International","Non-Fatal","Substantial","N140NJ","McDonnell Douglas","DC-9","SCHD","Vanguard Airlines Inc.","0","0","123","VMC","LANDING"
"MIA96FA068A","1/23/96","MIAMI, FL","United States","","","MIA","MIAMI INTERNATIONAL","Non-Fatal","Substantial","PPSPE","McDonnell Douglas","MD-11","SCHD","VIACAO AEREA SAO PAULO SA (DBA: VASP BRAZILIAN AIRLINES)","0","0","459","VMC","TAXI"
"ANC05IA064","4/28/05","Anchorage, AK","United States","61.174445","-149.996389","","","Incident","Minor","N277WA","McDonnell Douglas","MD-11","NSCH","WORLD AIRWAYS INC (DBA: World Airways)","0","0","201","VMC","CRUISE"
"SEA07TA181","6/25/07","Tehachapi, CA","United States","35.004444","-118.5975","","","Non-Fatal","Substantial","N450AX","McDonnell Douglas","DC-10","","","0","0","3","VMC","MANEUVERING"
"LAX04LA333","9/8/04","Mesa, AZ","United States","33.473056","-111.726667","AZ81","Boeing Heliport","Non-Fatal","Substantial","N9016W","McDonnell Douglas","MD-90","","","0","0","1","VMC","TAKEOFF"
"DEN02LA019","1/11/02","Aurora, CO","United States","","","","","Non-Fatal","Substantial","N902AM","McDonnell Douglas","MD-90","","","0","0","3","VMC","DESCENT"
"CHI98LA053","11/21/97","SYRACUSE, NY","United States","","","SYR","SYRACUSE HANCOCK INT'L","Non-Fatal","Substantial","N564PC","McDonnell Douglas","DC-9","","","0","0","2","VMC","TAKEOFF"
"DEN08RA132","8/2/08","Fretin, France","France","50.633333","3.05","","","Non-Fatal","Minor","","McDonnell Douglas","MD-90","","","0","0","3","VMC",""
"ANC04IA115","9/26/04","Anchorage, AK","United States","61.179445","-149.983333","PANC","Ted Stevens Anchorage Intl.","Incident","","N16894","McDonnell Douglas","MD-80","","","0","0","131","VMC","TAKEOFF"
"NYC04TA103","4/10/04","Atlantic Ocean, AO","United States","60","-60","","","Non-Fatal","Substantial","N14075","McDonnell Douglas","DC-10","","","0","0","252","VMC","CRUISE"
"DCA99WA063","6/24/99","POINTE A PITRE, France","France","","","","","Incident","","N607GC","McDonnell Douglas","DC-10","SCHD","","0","0","3","UNK",""
"CHI99IA100A","3/2/99","SALINA, KS","United States","","","","","Incident","","N40061","McDonnell Douglas","DC-10","SCHD","","0","0","6","VMC","CRUISE"
"FTW98IA158","3/24/98","DENVER, CO","United States","","","DEN","DENVER INTERNATIONAL","Incident","Minor","N1836U","McDonnell Douglas","DC-10","SCHD","","0","0","299","VMC","TAKEOFF"
"CHI95IA204","6/26/95","GREEN BAY, WI","United States","","","","","Incident","","N131AA","McDonnell Douglas","DC-10","SCHD","","0","0","100","VMC","CRUISE"
"NYC00WA260","9/7/00","AMSTERDAM, Netherlands","Netherlands","","","","","Incident","Minor","N15069","McDonnell Douglas","DC-10","SCHD","","0","0","243","UNK",""
"NYC00IA250","9/5/00","NEWARK, NJ","United States","","","EWR","NEWARK INTL","Incident","Minor","N14090","McDonnell Douglas","DC-10","SCHD","","0","0","244","VMC","TAKEOFF"
"DCA00WA016","12/21/99","GUATEMALA CITY, Guatemala","Guatemala","","","","","Fatal(18)","Destroyed","","McDonnell Douglas","DC-10","NSCH","","18","10","261","UNK",""
"DCA99WA004","10/13/98","AMSTERDAM, Netherlands","Netherlands","","","","","Incident","Minor","N230NW","McDonnell Douglas","DC-10","SCHD","","0","0","","UNK",""
"DCA98WA088","9/20/98","SHANNON, Ireland","Ireland","","","","","Incident","Minor","N14063","McDonnell Douglas","DC-10","SCHD","","0","0","3","UNK",""
"DCA99WA029","3/8/98","MANCHESTER, United Kingdom","United Kingdom","","","","","Incident","Minor","N68065","McDonnell Douglas","DC-10","SCHD","","0","0","253","UNK",""
"NYC00LA086","3/1/00","NEWARK, NJ","United States","","","EWR","NEWARK INTL AIRPORT","Non-Fatal","Substantial","N302FE","McDonnell Douglas","DC-10","NSCH","","0","0","3","VMC","TAXI"
"LAX00FA041","11/7/99","HONOLULU, HI","United States","","","","","Non-Fatal","Substantial","N602GC","McDonnell Douglas","DC-10","NSCH","","0","0","5","VMC","CLIMB"
"DCA98WA007","11/18/97","MWANZA AIRPORT, Tanzania","Tanzania","","","","","Non-Fatal","Substantial","","McDonnell Douglas","DC-8","NSCH","","0","0","","UNK",""
"CHI99IA115","3/21/99","GRAND RAPIDS, MI","United States","","","","","Incident","","N600ME","McDonnell Douglas","DC-9","SCHD","","0","0","64","IMC","CRUISE"
"DCA95RA013","1/11/95","MARIA LA BAJA, Colombia","Colombia","","","","","Fatal(52)","Destroyed","","McDonnell Douglas","DC-9","SCHD","","52","1","0","VMC",""
"CHI97IA212","7/12/97","MEMPHIS, TN","United States","","","MEM","MEMPHIS INTERNATIONAL","Incident","","N9348","McDonnell Douglas","DC-9","NSCH","","0","0","75","VMC","APPROACH"
"CHI97IA072","2/20/97","DES MOINES, IA","United States","","","","","Incident","Minor","N93S","McDonnell Douglas","DC-9","SCHD","","0","0","36","VMC","CRUISE"
"DCA95RA024","3/17/95","BARRANQUILLA, Colombia","Colombia","","","","","Non-Fatal","Destroyed","","McDonnell Douglas","DC-9","UNK","","0","0","4","VMC",""
"CHI99FA208","7/2/99","MILWAUKEE, WI","United States","","","MKE","GENERAL MITCHELL INTL","Non-Fatal","Substantial","N502ME","McDonnell Douglas","DC-9","SCHD","","0","0","9","VMC","STANDING"
"CHI99IA136","4/9/99","DUBUQUE, IA","United States","","","","","Incident","","N205ME","McDonnell Douglas","DC-9","SCHD","","0","0","91","IMC","CRUISE"
"DCA98RA021","2/2/98","PHILIPPINE ISLA, Philippines","Philippines","","","","","Fatal(104)","Destroyed","","McDonnell Douglas","DC-9","SCHD","","104","0","0","UNK",""
"DCA98RA003","10/10/97","NUEVO BERLIN, Uruguay","Uruguay","","","","","Fatal(75)","Destroyed","","McDonnell Douglas","DC-9","SCHD","","75","0","0","UNK",""
"ATL96IA056","2/28/96","SAVANNAH, GA","United States","","","SAV","SAVANNAH INTERNATIONAL","Incident","","N936VV","McDonnell Douglas","DC-9","SCHD","","0","0","80","VMC","LANDING"
"FTW96IA066","12/12/95","DFW AIRPORT, TX","United States","","","","","Incident","","N930VV","McDonnell Douglas","DC-9","SCHD","","0","0","59","VMC","TAKEOFF"
"CHI98LA058","12/7/97","MEMPHIS, TN","United States","","","MEM","MEMPHIS INTERNATIONAL","Non-Fatal","","N774NC","McDonnell Douglas","DC-9","SCHD","","0","1","126","UNK","TAXI"
"LAX00FA229","6/14/00","Lihue, Kauai, HI","United States","21.976111","-159.338889","LIH","Lihue","Non-Fatal","Substantial","N649HA","McDonnell Douglas","DC-9","SCHD","","0","0","137","VMC","LANDING"
"CHI00IA009","10/14/99","CHICAGO, IL","United States","","","MDW","CHICAGO MIDWAY AIRPORT","Incident","","N766NC","McDonnell Douglas","DC-9","SCHD","","0","0","105","VMC","TAKEOFF"
"MIA98LA002","10/1/97","CROSS CITY, FL","United States","","","","","Non-Fatal","","N33502","McDonnell Douglas","DC-9","SCHD","","0","1","91","IMC","CRUISE"
"CHI01WA015","10/10/00","SANTO DOMINGO, Dominican Republic","Dominican Republic","","","","","Incident","","N963TW","McDonnell Douglas","DC-9","SCHD","","0","0","25","UNK",""
"CHI95IA142","5/1/95","CHICAGO, IL","United States","","","ORD","O'HARE INTERNATIONAL","Incident","Minor","N1811U","McDonnell Douglas","DC-10","SCHD","","0","0","192","VMC","TAKEOFF"
"DCA98WA032","3/8/98","KOLN-BONN, Germany","Germany","","","","","Incident","","N812UP","McDonnell Douglas","DC-8","SCHD","","0","0","3","UNK",""
"CHI00IA087","1/31/00","MILWAUKEE, WI","United States","","","MKE","GENERAL MITCHELL INTL APT","Incident","Minor","N203ME","McDonnell Douglas","DC-9","SCHD","","0","0","91","UNK","STANDING"
"DCA99WA085","9/18/99","SHANNON, Ireland","Ireland","","","","","Incident","Minor","N272WA","McDonnell Douglas","MD-11","SCHD","","0","0","","UNK",""
"DCA99RA073","8/23/99","HONG KONG, China","China","","","","","Non-Fatal","Destroyed","","McDonnell Douglas","MD-11","SCHD","","0","0","117","UNK",""
"DCA99WA072","8/8/99","SHANGHAI, China","China","","","","","Non-Fatal","Substantial","","McDonnell Douglas","MD-11","SCHD","","0","0","191","VMC",""
"DCA99RA056","4/15/99","SHANGHAI, China","China","","","","","Fatal(3)","Destroyed","","McDonnell Douglas","MD-11","SCHD","","3","0","","IMC",""
"DCA99WA036","12/25/98","SHANGHAI, China","China","","","","","Incident","Substantial","","McDonnell Douglas","MD-11","SCHD","","0","0","","UNK",""
"DCA99WA013","11/27/98","","Singapore","","","","","Incident","Minor","","McDonnell Douglas","MD-11","UNK","","0","0","0","UNK",""
"DCA98RA086","9/10/98","SHANGHAI, China","China","","","SHA","HONGQIAO","Incident","Substantial","","McDonnell Douglas","MD-11","SCHD","","0","0","129","VMC",""
"DCA98WA055","6/14/98","MANILA, Philippines","Philippines","","","","","Non-Fatal","","","McDonnell Douglas","MD-11","SCHD","","0","0","252","UNK",""
"DCA98WA005","10/24/97","MONTEVIDEO, Uruguay","Uruguay","","","","","Unavailable","Substantial","N275WA","McDonnell Douglas","MD-11","SCHD","","0","0","","UNK",""
"DCA97RA050","6/8/97","NAGOYA, Japan","Japan","","","","","Non-Fatal","Minor","","McDonnell Douglas","MD-11","SCHD","","0","4","167","UNK",""
"IAD97IA018","11/7/96","DAYTON, OH","United States","","","","","Incident","","N814DE","McDonnell Douglas","MD-11","SCHD","","0","0","209","UNK","CRUISE"
"DCA97WA005","11/6/96","BUENOS AIRES, Argentina","Argentina","","","","","Incident","Minor","N271W","McDonnell Douglas","MD-11","SCHD","","0","0","282","UNK",""
"LAX96FA206","5/25/96","LOS ANGELES, CA","United States","","","LAX","LOS ANGELES INTERNATIONAL","Non-Fatal","Substantial","HL737","McDonnell Douglas","MD-11","SCHD","","0","0","2","VMC","LANDING"
"NYC95LA083","4/2/95","JAMAICA, NY","United States","","","JFK","JOHN F KENNEDY INTL","Non-Fatal","","N1768D","McDonnell Douglas","MD-11","SCHD","","0","2","74","VMC","TAXI"
"DCA00WA054","5/25/00","PARIS, France","France","","","","","Non-Fatal","Substantial","","McDonnell Douglas","MD-80","SCHD","","0","0","153","UNK",""
"ATL99LA049","2/8/99","RALEIGH, NC","United States","","","RDU","RALEIGH DURHAM INTER","Non-Fatal","","N433AA","McDonnell Douglas","MD-80","SCHD","","0","1","133","VMC","DESCENT"
"LAX98IA061","12/19/97","SAN FRANCISCO, CA","United States","","","SFO","SAN FRANCISCO","Incident","","N932AS","McDonnell Douglas","MD-80","SCHD","","0","0","75","VMC","TAXI"
"SEA97IA040","12/20/96","SEATTLE, WA","United States","","","SEA","SEATTLE-TACOMA INTL","Incident","Minor","N941AS","McDonnell Douglas","MD-80","SCHD","","0","0","144","VMC","TAXI"
"ANC97IA011","12/5/96","ANCHORAGE, AK","United States","","","ANC","ANCHORAGE INTERNATIONAL","Incident","Minor","N954AS","McDonnell Douglas","MD-80","SCHD","","0","0","112","VMC","TAXI"
"ANC00IA088","7/11/00","ANCHORAGE, AK","United States","61.179445","-149.983333","ANC","ANCHORAGE INTL","Incident","","N935AS","McDonnell Douglas","MD-80","SCHD","","0","0","107","VMC","APPROACH"
"DCA99MA060","6/1/99","LITTLE ROCK, AR","United States","","","LIT","ADAMS FIELD","Fatal(11)","Destroyed","N215AA","McDonnell Douglas","MD-80","SCHD","","11","45","24","IMC","LANDING"
"DCA99WA035","1/28/99","NAPLES, Italy","Italy","","","","","Unavailable","Substantial","","McDonnell Douglas","MD-80","SCHD","","0","0","","UNK",""
"LAX97IA170","4/28/97","TUCSON, AZ","United States","","","KTUS","TUCSON INTERNATIONAL","Incident","Minor","N470AA","McDonnell Douglas","MD-80","SCHD","","0","0","123","VMC","TAKEOFF"
"DCA97WA043","4/27/97","JINAN, China","China","","","","","Unavailable","Substantial","","McDonnell Douglas","MD-80","UNK","","0","0","","UNK",""
"IAD97IA048","2/17/97","NEWARK, NJ","United States","","","EWR","NEWARK INTERNATIONAL","Incident","Minor","N34838","McDonnell Douglas","MD-80","SCHD","","0","0","147","IMC","LANDING"
"FTW96IA235","6/3/96","CHILDRESS, TX","United States","","","","","Incident","","N493AA","McDonnell Douglas","MD-80","SCHD","","0","0","59","IMC","CRUISE"
"DCA99WA048","3/15/99","POHANG, Korea, Republic Of","Korea, Republic Of","","","","","Unavailable","Substantial","","McDonnell Douglas","MD-80","UNK","","0","0","","UNK",""
"DCA98WA051","6/6/98","ANTALYA, France","France","","","","","Non-Fatal","","","McDonnell Douglas","MD-80","SCHD","","0","0","173","UNK",""
"DCA98WA039","11/23/97","PARIS, France","France","","","","","Incident","","","McDonnell Douglas","MD-80","SCHD","","0","0","138","UNK",""
